Date,T(C),Td(C),Tmax(C),Tmin(C),ddd,ffkmh,P seahPa,PTnd,Prec(mm),Nt,Nh,HKm,Viskm,WW,W1,W2
7/6/2016 0:00,28.6,25,-----,25.1,SE,3.6,1006.9,0.7,26.0/24h,5,2,0.6,12,,,
7/6/2016 3:00,30.7,24.4,-----,-----,W,7.2,1007.1,0.2,0.0/3h,5,3,0.6,12,,,
7/6/2016 6:00,30.6,26.4,-----,-----,W,14.4,1005.7,-1.4,0.0/6h,6,3,0.6,12,,,
7/6/2016 9:00,31.1,26.4,-----,-----,SW,14.4,1004.6,-1.1,0.0/3h,5,2,0.6,12,,,
7/6/2016 12:00,28.7,26.5,32.6,-----,SW,14.4,1005.7,1.1,0.0/6h,5,2,0.6,12,,,
7/6/2016 15:00,27.4,26,-----,-----,SSE,14.4,1006.7,1,0.0/3h,6,3,0.6,10,,,
7/6/2016 18:00,27.1,25.9,-----,-----,SW,18,1005.7,-1,0.0/6h,6,3,0.6,10,,,
7/6/2016 21:00,27.1,25.9,-----,-----,SW,18,1004.7,-1,0.0/3h,7,3,0.6,10,,,
7/7/2016 0:00,25.6,25.5,-----,24.5,N,3.6,1005.7,1,12.0/24h,8,4,0.6,10,,,
7/7/2016 3:00,27.7,26.5,-----,-----,SW,25.2,1006,0.3,1.0/3h,7,3,0.6,10,,,
7/7/2016 6:00,29.7,26.7,-----,-----,WSW,25.2,1005.1,-0.9,2.0/6h,6,2,0.6,12,,,
7/7/2016 9:00,26.9,26.8,-----,-----,SW,32.4,1003.7,-1.4,0.9/3h,8,4,0.6,10,,,
7/7/2016 12:00,28,26,30.3,-----,WSW,28.8,1005.1,1.4,2.0/6h,8,4,0.6,10,,,
7/7/2016 15:00,26.8,26.7,-----,-----,SW,18,1005.4,0.3,10.0/3h,8,4,0.6,10,,,
7/7/2016 18:00,26.8,26.2,-----,-----,SW,32.4,1004.3,-1.1,13.0/6h,8,4,0.6,8,,,
7/7/2016 21:00,27.1,26.7,-----,-----,W,18,1003.7,-0.6,2.0/3h,8,4,0.6,8,,,
7/8/2016 0:00,25.7,25.6,-----,24.4,WSW,18,1005.3,1.6,67.4/24h,8,5,0.6,8,,,
7/8/2016 3:00,25.4,24.1,-----,-----,SW,32.4,1005.8,0.5,6.0/3h,8,4,0.6,8,,,
7/8/2016 6:00,26.4,24.8,-----,-----,WSW,21.6,1004.5,-1.3,12.0/6h,8,4,0.6,10,,,
7/8/2016 9:00,26.2,24.6,-----,-----,SW,18,1004,-0.5,2.0/3h,8,4,0.6,10,,,
7/8/2016 12:00,26.7,24.2,31.2,-----,SSW,10.8,1005.1,1.1,2.0/6h,6,2,0.6,10,,,
7/8/2016 15:00,25.8,24,-----,-----,S,7.2,1005.9,0.8,0.0/3h,6,2,0.6,10,,,
7/8/2016 18:00,25.4,25.3,-----,-----,SW,21.6,1005.4,-0.5,7.0/6h,8,4,0.6,10,,,
7/8/2016 21:00,25.5,25.4,-----,-----,SSW,14.4,1005.4,0,1.0/3h,8,4,0.6,10,,,
7/9/2016 0:00,25.2,24.4,-----,24,S,10.8,1007.7,2.3,30.8/24h,8,4,0.6,10,,,
7/9/2016 3:00,27.7,24.1,-----,-----,SSW,14.4,1006.5,-1.2,2.0/3h,7,3,0.6,12,,,
7/9/2016 6:00,30.1,23.2,-----,-----,SW,18,1006.1,-0.4,2.0/6h,7,3,0.6,12,,,
7/9/2016 9:00,25,24.1,-----,-----,WSW,21.6,1007.1,1,13.0/3h,8,4,0.6,6,,,
7/9/2016 12:00,26,24.4,30.8,-----,SSW,14.4,1007.6,0.5,20.0/6h,7,4,0.6,10,,,
7/9/2016 15:00,25.8,23.5,-----,-----,W,7.2,1008.1,0.5,2.0/3h,7,3,0.6,10,,,
7/9/2016 18:00,25.6,24,-----,-----,ENE,3.6,1007,-1.1,2.0/6h,7,3,0.6,10,,,
7/9/2016 21:00,26,24.3,-----,-----,S,10.8,1006.9,-0.1,0.7/3h,8,3,0.6,10,,,
7/10/2016 0:00,27.3,23.5,-----,24.2,SSE,7.2,1008,1.1,24.5/24h,7,3,0.6,12,,,
7/10/2016 3:00,30.2,25.6,-----,-----,SW,10.8,1007.2,-0.8,0.0/3h,7,3,0.6,12,,,
7/10/2016 6:00,28.4,26.4,-----,-----,WSW,21.6,1006.7,-0.5,0.0/6h,8,4,0.6,10,,,
7/10/2016 9:00,27.3,26.4,-----,-----,WSW,10.8,1006.7,0,0.0/3h,8,4,0.6,10,,,
7/10/2016 12:00,28,26.6,33.6,-----,SSE,3.6,1008.2,1.5,0.0/6h,7,3,0.6,10,,,
7/10/2016 15:00,25.1,25,-----,-----,E,3.6,1010,1.8,18.0/6h,8,4,0.6,8,,,
7/10/2016 18:00,25.1,25,-----,-----,ESE,3.6,1008.7,-1.3,18.0/6h,7,4,0.6,10,,,
7/10/2016 21:00,25.5,25.4,-----,-----,NW,3.6,1007.7,-1,0.5/3h,8,4,0.6,8,,,
7/11/2016 0:00,26.8,26.2,-----,24,E,10.8,1010.3,2.6,18.0/24h,8,4,0.6,10,,,
7/11/2016 3:00,30.9,26.3,-----,-----,W,7.2,1010.6,0.3,0.0/3h,7,4,0.6,12,,,
7/11/2016 6:00,26.8,25.8,-----,-----,WSW,18,1009.8,-0.8,2.0/6h,8,4,0.6,10,,,
7/11/2016 9:00,27.3,26.1,-----,-----,E,3.6,1008.7,-1.1,0.0/3h,8,4,0.6,10,,,
7/11/2016 12:00,27.1,26.1,32.8,-----,E,3.6,1010.5,1.8,0.0/6h,7,4,0.6,10,,,
7/11/2016 15:00,27,26,-----,-----,ESE,3.6,1010.7,0.2,0.0/3h,7,3,0.6,10,,,
7/11/2016 18:00,27,25.8,-----,-----,N,3.6,1009.7,-1,0.0/6h,7,3,0.6,10,,,
7/11/2016 21:00,25.7,25.3,-----,-----,E,3.6,1008.7,-1,0.0/3h,6,3,0.6,10,,,
7/12/2016 0:00,29.4,26.3,-----,24.6,SW,3.6,1009.5,0.8,1.5/24h,6,3,0.6,12,,,
7/12/2016 3:00,31.6,25,-----,-----,WSW,7.2,1009.9,0.4,0.0/3h,5,2,0.6,12,,,
7/12/2016 6:00,32.1,24.9,-----,-----,WSW,14.4,1009.1,-0.8,0.0/6h,5,3,0.3,12,,,
7/12/2016 9:00,28.4,25.2,-----,-----,E,7.2,1008.3,-0.8,6.0/3h,7,4,0.6,10,,,
7/12/2016 12:00,28.5,25,34,-----,W,7.2,1009.3,1,6.0/6h,6,2,0.6,10,,,
7/12/2016 15:00,27.7,25.7,-----,-----,E,7.2,1009.5,0.2,0.0/3h,3,1,0.6,10,,,
7/12/2016 18:00,27.5,25.8,-----,-----,E,7.2,1008.5,-1,0.0/6h,3,1,0.6,10,,,
7/12/2016 21:00,27.1,25.5,-----,-----,CAL,0,1008.2,-0.3,0.0/3h,3,1,0.6,10,,,
7/13/2016 0:00,29,25.7,-----,26,SW,7.2,1008.9,0.7,6.2/24h,5,1,0.6,10,,,
7/13/2016 3:00,30.3,26.7,-----,-----,WSW,10.8,1008.8,-0.1,0.0/3h,5,2,0.6,12,,,
7/13/2016 6:00,31.6,24.6,-----,-----,WSW,10.8,1007.5,-1.3,0.0/6h,6,2,0.6,12,,,
7/13/2016 9:00,30.7,25.8,-----,-----,SW,14.4,1006.9,-0.6,0.0/3h,7,3,0.6,12,,,
7/13/2016 12:00,30,25.8,32.4,-----,SW,14.4,1009.3,2.4,0.0/6h,6,3,0.3,12,,,
7/13/2016 15:00,29,26,-----,-----,SE,3.6,1009.8,0.5,0.0/3h,7,3,0.6,12,,,
7/13/2016 18:00,26.8,25.2,-----,-----,NNE,3.6,1009.4,-0.4,25.0/6h,8,3,0.6,12,,,
7/13/2016 21:00,27,25.4,-----,-----,E,3.6,1009.4,0,0.0/3h,8,3,0.6,12,,,
7/14/2016 0:00,28.4,25.8,-----,25.3,SSW,7.2,1010,0.6,24.8/24h,6,3,0.6,12,,,
7/14/2016 3:00,31.5,27.2,-----,-----,WSW,10.8,1010.2,0.2,0.0/3h,7,4,0.6,12,,,
7/14/2016 6:00,31.2,27.6,-----,-----,W,10.8,1008.1,-2.1,0.0/6h,7,4,0.6,12,,,
7/14/2016 9:00,29.7,28,-----,-----,WSW,14.4,1007.7,-0.4,2.0/3h,8,4,0.6,10,,,
7/14/2016 12:00,29.1,28.1,34.5,-----,SSW,7.2,1009.7,2,4.0/6h,6,3,0.6,10,,,
7/14/2016 15:00,28.2,28.1,-----,-----,E,3.6,1010.8,1.1,0.0/3h,7,3,0.6,10,,,
7/14/2016 18:00,28,27.5,-----,-----,N,7.2,1009.7,-1.1,0.0/6h,7,4,0.6,10,,,
7/14/2016 21:00,27.6,26.6,-----,-----,CAL,0,1009.5,-0.2,2.0/3h,7,4,0.6,10,,,
7/15/2016 0:00,30.2,27.8,-----,26,NE,3.6,1010.6,1.1,6.0/24h,6,3,0.6,12,,,
7/15/2016 3:00,32,27.2,-----,-----,WSW,10.8,1010,-0.6,0.0/3h,7,4,0.6,12,,,
7/15/2016 6:00,33.4,26.6,-----,-----,W,10.8,1007.6,-2.6,0.0/6h,5,3,0.6,12,,,
7/15/2016 9:00,33.5,26.1,-----,-----,SW,10.8,1006.7,-0.9,0.0/3h,6,3,0.6,12,,,
7/15/2016 12:00,25.3,25.2,34.5,-----,ESE,14.4,1009.7,3,21.0/6h,8,4,0.6,6,,,
7/15/2016 15:00,29.4,27.2,-----,-----,S,14.4,1010.3,0.6,3.0/3h,6,3,0.6,10,,,
7/15/2016 18:00,28.9,27.4,-----,-----,SE,3.6,1009.5,-0.8,3.0/6h,6,3,0.6,10,,,
7/15/2016 21:00,27.9,26.1,-----,-----,E,3.6,1009.7,0.2,0.0/3h,7,3,0.6,10,,,
7/16/2016 0:00,30.3,27.4,-----,24.2,SSW,3.6,1011.6,1.9,23.0/24h,5,2,0.6,12,,,
7/16/2016 3:00,32.4,25.9,-----,-----,WSW,7.2,1010.7,-0.9,0.0/3h,7,4,0.6,12,,,
7/16/2016 6:00,32.6,25.6,-----,-----,WSW,18,1008.8,-1.9,0.0/6h,7,3,0.6,12,,,
7/16/2016 9:00,32,26.3,-----,-----,WSW,18,1008.6,-0.2,0.0/3h,7,2,0.6,12,,,
7/16/2016 12:00,29.8,25.1,35,-----,E,10.8,1010.1,1.5,0.0/6h,7,1,0.6,12,,,
7/16/2016 15:00,29,25.1,-----,-----,ENE,7.2,1010.8,0.7,0.0/3h,4,1,0.6,12,,,
7/16/2016 18:00,28.3,26.4,-----,-----,E,3.6,1010.3,-0.5,0.0/6h,4,1,0.6,12,,,
7/16/2016 21:00,27.4,26.4,-----,-----,E,3.6,1010.3,0,0.0/3h,3,1,0.6,12,,,
7/17/2016 0:00,29.2,26.4,-----,27.2,SE,3.6,1010.9,0.6,0.0/24h,6,2,0.6,12,,,
7/17/2016 3:00,31.3,25.6,-----,-----,WSW,7.2,1010.2,-0.7,0.0/3h,7,2,0.6,12,,,
7/17/2016 6:00,33.9,25.1,-----,-----,WSW,10.8,1008.6,-1.6,0.0/6h,5,3,0.6,12,,,
7/17/2016 9:00,32,25.2,-----,-----,SW,10.8,1008.6,0,0.0/3h,7,3,0.6,12,,,
7/17/2016 12:00,30.5,26.2,34.8,-----,SSW,10.8,1009.4,0.8,0.0/6h,6,3,0.6,12,,,
7/17/2016 15:00,29.9,25.2,-----,-----,S,7.2,1010.6,1.2,0.0/3h,6,3,0.6,12,,,
7/17/2016 18:00,29.1,24.6,-----,-----,WSW,3.6,1010.3,-0.3,0.0/6h,7,3,0.6,12,,,
7/17/2016 21:00,28,24.7,-----,-----,ENE,3.6,1009.6,-0.7,0.6/3h,6,2,0.6,12,,,
7/18/2016 0:00,29.6,24,-----,26.9,SSW,7.2,1010.2,0.6,0.6/24h,5,2,0.6,12,,,
7/18/2016 3:00,33.5,23.1,-----,-----,SSW,10.8,1009.9,-0.3,0.0/3h,5,3,0.6,12,,,
7/18/2016 6:00,35.1,22.5,-----,-----,WSW,10.8,1008.1,-1.8,0.0/6h,6,3,0.6,12,,,
7/18/2016 9:00,34,23.2,-----,-----,W,10.8,1007,-1,0.0/3h,6,2,0.6,12,,,
7/18/2016 12:00,31,24.5,35.5,-----,S,7.2,1009,2,0.0/6h,2,2,0.6,12,,,
7/18/2016 15:00,29.5,27.2,-----,-----,S,14.4,1009.7,0.7,0.0/3h,5,2,0.6,10,,,
7/18/2016 18:00,29.2,26.9,-----,-----,SSE,3.6,1009.2,-0.5,0.0/6h,6,2,0.6,10,,,
7/18/2016 21:00,28.6,26.1,-----,-----,E,3.6,1009.5,-0.3,0.0/3h,4,1,0.6,10,,,
7/19/2016 0:00,30.9,25.8,-----,27.5,NNW,7.2,1009.8,0.3,0.0/24h,6,2,0.6,12,,,
7/19/2016 3:00,31.6,25.3,-----,-----,WSW,10.8,1010.7,0.9,0.0/3h,7,4,0.6,12,,,
7/19/2016 6:00,33.3,25.5,-----,-----,WSW,14.4,1008.6,-2.1,0.0/6h,7,4,0.6,12,,,
7/19/2016 9:00,30.2,23.4,-----,-----,NNE,10.8,1008.6,0,0.4/3h,8,4,0.6,8,,,
7/19/2016 12:00,28.2,26.2,34.4,-----,ESE,3.6,1010.5,1.9,17.0/6h,7,4,0.6,10,,,
7/19/2016 15:00,29,25.7,-----,-----,ENE,3.6,1011.7,1.2,0.0/3h,6,3,0.6,10,,,
7/19/2016 18:00,27.7,25.6,-----,-----,N,3.6,1009.9,-1.8,0.5/6h,7,3,0.6,10,,,
7/19/2016 21:00,27.4,26.4,-----,-----,SSE,3.6,1009.9,0,0.0/3h,6,3,0.6,10,,,
7/20/2016 0:00,28.6,24.9,-----,26.5,ENE,3.6,1010.9,1,17.1/24h,5,2,0.6,12,,,
7/20/2016 3:00,31,25,-----,-----,S,10.8,1008.7,-0.5,0.0/3h,6,4,0.6,12,,,
7/20/2016 6:00,27.3,24.4,-----,-----,NNE,21.6,1009.8,-0.6,7.0/6h,7,5,0.3,10,,,
7/20/2016 9:00,31.4,25.1,-----,-----,S,3.6,1008.8,-1,Tr/3h,7,3,0.6,12,,,
7/20/2016 12:00,29.9,26.2,33.5,-----,NNW,3.6,1010.3,1.5,Tr/6h,6,2,0.6,12,,,
7/20/2016 15:00,28.7,26.2,-----,-----,NNE,3.6,1010.7,0.4,0.0/3h,4,1,0.6,12,,,
7/20/2016 18:00,28.5,25.4,-----,-----,NE,3.6,1010.1,-0.6,0.0/6h,3,1,0.6,12,,,
7/20/2016 21:00,28.3,25.4,-----,-----,SSE,3.6,1009.7,-0.4,0.0/3h,6,1,0.6,12,,,
7/21/2016 0:00,29.4,24.9,-----,26,SSW,7.2,1010.5,0.8,7.4/24h,6,1,0.6,12,,,
7/21/2016 3:00,32.3,25,-----,-----,W,10.8,1010.1,-0.4,0.0/3h,5,2,0.6,12,,,
7/21/2016 6:00,32.5,23.7,-----,-----,NW,10.8,1009.4,-0.7,0.0/6h,6,3,0.6,12,,,
7/21/2016 9:00,33.5,24.2,-----,-----,NW,3.6,1008.2,-1.2,0.0/3h,6,3,0.6,12,,,
7/21/2016 12:00,25.9,22.6,34.2,-----,S,7.2,1010.6,2.4,42.0/6h,8,4,0.3,10,,,
7/21/2016 15:00,26.7,24.3,-----,-----,ENE,3.6,1011.4,0.8,0.3/3h,7,3,0.6,10,,,
7/21/2016 18:00,27.4,24.5,-----,-----,WSW,3.6,1010.2,-1.2,0.3/6h,6,2,0.6,10,,,
7/21/2016 21:00,26.8,23.6,-----,-----,E,3.6,1010.2,0,0.0/3h,6,2,0.6,10,,,
7/22/2016 3:00,31.5,25.5,-----,-----,WSW,14.4,1010.7,0.2,0.0/3h,6,2,0.6,12,,,
7/22/2016 6:00,32.5,26.7,-----,-----,WSW,10.8,1008.5,-2.2,0.0/6h,7,3,0.6,12,,,
7/22/2016 9:00,31,27,-----,-----,WSW,14.4,1008.7,0.2,2.0/3h,8,4,0.6,10,,,
7/22/2016 12:00,26,23.2,33.5,-----,ENE,14.4,1010.1,1.4,7.0/6h,6,3,0.6,10,,,
7/22/2016 15:00,26.2,24.6,-----,-----,N,3.6,1010.5,0.2,0.0/3h,6,3,0.6,10,,,
7/22/2016 18:00,26,24.4,-----,-----,NNE,3.6,1009.3,-1.2,0.0/6h,5,3,0.6,10,,,
7/22/2016 21:00,25.8,24.2,-----,-----,NNE,3.6,1008.7,-0.6,0.0/3h,5,3,0.6,10,,,
7/23/2016 0:00,29.7,24.6,-----,24.6,SE,3.6,1009.8,1.1,6.5/24h,5,2,0.6,12,,,
7/23/2016 3:00,30.7,25.6,-----,-----,WSW,14.4,1009.6,-0.2,0.0/3h,7,4,0.6,12,,,
7/23/2016 6:00,32.5,25.8,-----,-----,WSW,14.4,1006.6,-3,0.0/6h,6,3,0.6,12,,,
7/23/2016 9:00,30.7,24.9,-----,-----,SSE,7.2,1007.1,0.5,0.0/3h,7,4,0.6,12,,,
7/23/2016 12:00,25,24.6,33.5,-----,N,10.8,1009.9,2.8,1.0/6h,8,4,0.6,8,,,
7/23/2016 15:00,25.8,24.6,-----,-----,ENE,3.6,1010.5,0.6,0.5/3h,7,3,0.6,10,,,
7/23/2016 18:00,26,24.3,-----,-----,ENE,3.6,1008.5,-2,0.5/6h,7,3,0.6,10,,,
7/24/2016 0:00,28.5,25.6,-----,24,SW,3.6,1008.7,1,1.5/24h,6,2,0.6,12,,,
7/24/2016 3:00,31.2,25.2,-----,-----,WNW,10.8,1007.6,-1.1,0.0/3h,8,2,0.6,12,,,
7/24/2016 6:00,30.9,25,-----,-----,WSW,18,1005.6,-2,0.0/6h,6,5,0.3,12,,,
7/24/2016 9:00,30.4,26,-----,-----,SW,14.4,1006.2,0.6,0.0/3h,7,2,0.6,12,,,
7/24/2016 12:00,27.4,23.1,33,-----,E,10.8,1008,1.8,0.0/6h,7,2,0.6,12,,,
7/24/2016 15:00,26.8,24.4,-----,-----,NNE,3.6,1008.7,0.7,Tr/3h,7,2,0.6,12,,,
7/24/2016 18:00,26.6,25.1,-----,-----,NNW,7.2,1007.3,-1.4,Tr/6h,7,2,0.6,12,,,
7/24/2016 21:00,26.2,25,-----,-----,ENE,3.6,1007,-0.3,0.0/3h,7,2,0.6,12,,,
7/25/2016 0:00,28.4,25.6,-----,25.5,SSE,7.2,1006.8,1.5,Tr/24h,7,1,0.6,10,,,
7/25/2016 3:00,32,24,-----,-----,SSW,7.2,1007.9,-0.6,0.0/3h,6,2,0.6,12,,,
7/25/2016 6:00,30.7,23.3,-----,-----,SW,3.6,1007.2,-0.7,1.0/6h,5,2,0.6,12,,,
7/25/2016 9:00,32,24.5,-----,-----,WSW,14.4,1007.1,-0.1,0.0/3h,6,2,0.6,12,,,
7/25/2016 12:00,30.3,25.5,32.8,-----,WSW,10.8,1008.4,1.3,0.0/6h,4,2,0.3,12,,,
7/25/2016 15:00,29.8,25.8,-----,-----,SSW,7.2,1009.8,1.4,0.0/3h,5,2,0.6,12,,,
7/25/2016 18:00,28.9,25.5,-----,-----,S,3.6,1008.7,-1.1,0.0/6h,5,2,0.6,12,,,
7/25/2016 21:00,28.4,25.5,-----,-----,SE,3.6,1008.2,-0.5,0.0/3h,5,2,0.6,12,,,
7/26/2016 0:00,29.3,25,-----,27.2,SSW,7.2,1009,0.8,1.4/24h,5,3,0.6,12,,,
7/26/2016 3:00,33.4,25.9,-----,-----,S,10.8,1008.5,-0.5,0.0/3h,5,3,0.6,12,,,
7/26/2016 6:00,34.7,26.7,-----,-----,S,14.4,1006.5,-2,0.0/6h,5,2,0.6,12,,,
7/26/2016 9:00,31.2,28.3,-----,-----,SW,10.8,1007.4,0.9,0.0/3h,7,4,0.6,12,,,
7/26/2016 12:00,30.3,23.9,36.5,-----,NE,3.6,1008.8,1.4,0.0/6h,7,3,0.6,12,,,
7/26/2016 15:00,30,27.4,-----,-----,SSE,10.8,1009.5,0.7,0.0/3h,6,3,0.6,12,,,
7/26/2016 21:00,28.6,25.9,-----,-----,ENE,7.2,1008.7,-0.3,0.0/3h,5,2,0.6,10,,,
7/27/2016 0:00,30.9,26.9,-----,27,CAL,0,1009.7,1,0.0/24h,7,3,0.6,10,,,
7/27/2016 3:00,31.8,26.7,-----,-----,WNW,10.8,1009.2,-0.5,0.0/3h,7,4,0.6,12,,,
7/27/2016 6:00,32.8,26.6,-----,-----,W,14.4,1007.5,-1.7,0.0/6h,7,4,0.6,12,,,
7/27/2016 9:00,31.1,24.2,-----,-----,NNE,18,1007.7,-0.2,0.0/3h,8,4,0.6,12,,,
7/27/2016 12:00,30.8,26.6,34.5,-----,WSW,7.2,1009,1.3,0.0/6h,6,3,0.6,12,,,
7/27/2016 15:00,29,25.5,-----,-----,NNE,7.2,1009.9,0.9,0.0/3h,6,3,0.6,10,,,
7/27/2016 18:00,29.5,26,-----,-----,SSE,7.2,1008.4,-1.5,0.0/6h,6,2,0.6,10,,,
7/27/2016 21:00,28,25,-----,-----,NE,3.6,1008.7,-0.7,0.0/3h,5,2,0.6,10,,,
7/28/2016 0:00,29.5,25.2,-----,26.5,NNE,3.6,1009.6,0.9,0.0/24h,7,3,0.6,12,,,
7/28/2016 3:00,30.6,25.5,-----,-----,W,10.8,1009.7,0.1,0.0/3h,7,4,0.6,12,,,
7/28/2016 6:00,32.4,25.6,-----,-----,WSW,10.8,1007.8,-1.9,0.0/6h,7,3,0.6,12,,,
7/28/2016 9:00,31.7,28.9,-----,-----,WSW,7.2,1007,-0.8,0.0/3h,7,4,0.6,12,,,
7/28/2016 12:00,31.5,28.1,33.8,-----,SW,3.6,1008.3,1.3,0.0/6h,6,1,0.6,12,,,
7/28/2016 15:00,30.2,27.5,-----,-----,S,7.2,1008.6,0.3,0.0/3h,4,1,0.6,12,,,
7/28/2016 18:00,29.2,26.6,-----,-----,NW,7.2,1008.5,-0.1,0.0/6h,7,2,0.6,12,,,
7/28/2016 21:00,28.9,25.8,-----,-----,NNE,3.6,1007.4,-1.1,0.0/3h,6,1,0.6,12,,,
7/29/2016 0:00,30.3,27.4,-----,28,N,7.2,1008.2,0.8,0.0/24h,6,2,0.6,12,,,
7/29/2016 3:00,31.8,29.6,-----,-----,NW,7.2,1007.1,-1.1,0.0/3h,7,4,0.6,12,,,
7/29/2016 6:00,28.8,28,-----,-----,WSW,7.2,1006.4,-0.7,7.0/6h,8,5,0.3,10,,,
7/29/2016 9:00,29.4,27.9,-----,-----,WNW,3.6,1006.7,0.3,3.0/3h,7,4,0.3,10,,,
7/29/2016 12:00,29.3,27.9,34,-----,SW,3.6,1006.7,0,3.0/6h,5,1,0.6,12,,,
7/29/2016 15:00,29.2,27.4,-----,-----,NNW,3.6,1006.9,0.2,0.0/3h,4,1,0.6,12,,,
7/29/2016 18:00,28.5,26.6,-----,-----,SSE,3.6,1006.2,-0.7,0.0/6h,4,1,0.6,12,,,
7/29/2016 21:00,28,26.2,-----,-----,NNE,3.6,1005.5,-0.7,0.0/3h,5,1,0.6,12,,,
7/30/2016 0:00,28.2,26.1,-----,26.6,N,10.8,1005.9,0.4,10.0/24h,7,2,0.6,10,,,
7/30/2016 3:00,30.6,25.5,-----,-----,NW,10.8,1004.8,-1.1,0.0/3h,7,3,0.6,12,,,
7/30/2016 6:00,31.1,25.5,-----,-----,WSW,7.2,1003.7,-1.1,0.0/6h,7,3,0.6,12,,,
7/30/2016 9:00,30.9,25.4,-----,-----,SW,10.8,1002.7,-1,0.0/3h,7,3,0.6,12,,,
7/30/2016 12:00,30.2,24.7,32.6,-----,NNW,3.6,1003.4,0.7,0.0/6h,8,4,0.6,12,,,
7/30/2016 15:00,29,23.7,-----,-----,SE,3.6,1003.6,0.2,0.0/3h,8,4,0.6,12,,,
7/30/2016 18:00,29.4,24.1,-----,-----,NNW,3.6,1002.7,-0.9,0.0/6h,8,4,0.6,12,,,
7/30/2016 21:00,28.9,26.2,-----,-----,NW,3.6,1001.4,-1.3,0.0/3h,7,3,0.6,12,,,
7/31/2016 0:00,30.3,25.3,-----,27.3,SW,10.8,1002,0.6,0.0/24h,8,3,0.6,12,,,
7/31/2016 3:00,30.9,26,-----,-----,W,18,1002.2,-0.2,0.0/3h,8,3,0.6,12,,,
7/31/2016 6:00,30.2,25.5,-----,-----,SW,21.6,1001.7,-0.5,1.0/6h,8,3,0.6,12,,,
7/31/2016 9:00,27.2,25.4,-----,-----,SSW,21.6,1001.7,0,0.0/3h,8,3,0.6,12,,,
7/31/2016 12:00,26.4,24.5,31,-----,SSW,18,1004.1,2.7,6.0/3h,8,3,0.6,10,,,
7/31/2016 15:00,27.2,25,-----,-----,SSW,18,1005.6,1.5,2.0/3h,8,4,0.6,10,,,
7/31/2016 18:00,26.5,24.8,-----,-----,S,14.4,1004.1,1.5,2.0/3h,7,2,0.6,10,,,
7/31/2016 21:00,27.2,25.8,-----,-----,S,10.8,1003.8,-0.3,0.0/3h,7,2,0.6,10,,,
8/1/2016 0:00,28.4,25.4,-----,25.4,S,7.2,1006,2.2,9.0/24h,8,3,0.6,12,,,
8/1/2016 3:00,30.5,25.4,-----,-----,SSW,7.2,1005.8,-0.2,----,6,3,0.6,12,,,
8/1/2016 6:00,30.5,26.9,-----,-----,SW,25.2,1004.8,-1,----,8,4,0.6,12,,,
8/1/2016 9:00,29.2,26.6,-----,-----,SW,14.4,1004.7,-0.1,----,8,4,0.6,12,,,
8/1/2016 12:00,28.3,25.4,33,-----,S,3.6,1006.6,1.9,----,6,3,0.6,10,,,
8/1/2016 15:00,28,26,-----,-----,ESE,7.2,1007.6,1,----,6,3,0.6,10,,,
8/1/2016 18:00,27.3,25.3,-----,-----,ESE,7.2,1005.7,-1.9,----,6,3,0.6,10,,,
8/1/2016 21:00,27.6,26.2,-----,-----,ESE,7.2,1006.2,0.5,----,6,2,0.6,10,,,
8/2/2016 0:00,28.7,25.6,-----,26,SE,18,1006.7,0.5,----,6,3,0.6,12,,,
8/2/2016 3:00,30.4,25.9,-----,-----,SW,10.8,1007.3,0.6,----,8,4,0.6,12,,,
8/2/2016 6:00,27,25.7,-----,-----,ENE,3.6,1006.4,-0.9,11.0/3h,8,4,0.6,12,,,
8/2/2016 9:00,28.2,23.7,-----,-----,SW,7.2,1005.8,-0.6,----,8,4,0.6,12,,,
8/2/2016 12:00,28.4,24.2,31,-----,E,3.6,1007.5,1.7,2.0/6h,6,2,0.6,12,,,
8/2/2016 15:00,28.2,23.9,-----,-----,ESE,3.6,1008.7,1.2,----,6,2,0.6,12,,,
8/2/2016 18:00,27.4,24.1,-----,-----,E,3.6,1007.3,-1.4,----,6,3,0.6,12,,,
8/2/2016 21:00,26.7,23.8,-----,-----,CAL,0,1006.6,-0.7,----,6,2,0.6,12,,,
8/3/2016 0:00,29.4,23.5,-----,25.4,SE,3.6,1008.4,1.8,13.0/24h,4,2,0.6,12,,,
8/3/2016 3:00,31,25.8,-----,-----,SE,14.4,1009.2,0.8,----,4,3,0.6,12,,,
8/3/2016 6:00,34.6,24.5,-----,-----,S,10.8,1006.9,-2.3,----,4,3,0.6,12,,,
8/3/2016 9:00,31.2,26.8,-----,-----,SW,18,1007.7,0.8,----,6,3,0.6,12,,,
8/3/2016 12:00,30.1,25.8,35,-----,WSW,18,1008.6,0.9,----,6,2,0.6,12,,,
8/3/2016 15:00,28,27.1,-----,-----,SE,3.6,1010.6,2,----,8,4,0.6,10,,,
8/3/2016 18:00,26.9,24.9,-----,-----,E,7.2,1008.9,-1.7,1.0/6h,6,2,0.6,10,,,
8/3/2016 21:00,27.6,25.6,-----,-----,SSE,3.6,1008,-0.9,----,4,1,0.6,10,,,
8/4/2016 0:00,29.3,25.5,-----,26.2,SSE,7.2,1009.5,1.5,1.0/24h,6,2,0.6,12,,,
8/4/2016 3:00,30,26.1,-----,-----,WSW,10.8,1009.5,0,----,6,3,0.6,12,,,
