Date,Caption,Subcaption
6/27/2017 18:00,No WW data. Ogimet extension,Broken. Night. At 06/27/2017 18:00 UTC 
6/27/2017 21:00,No WW data. Ogimet extension,Broken. Night. At 06/27/2017 21:00 UTC 
6/28/2017 0:00,Present weather reported from a manned weather station,Haze
6/28/2017 3:00,Present weather reported from a manned weather station,"Precipitation within sight, reaching the ground or the surface of the sea, but distant, i.e.   estimated to be more than 5 km from the station"
6/28/2017 6:00,Present weather reported from a manned weather station,Haze
6/28/2017 9:00,Present weather reported from a manned weather station,Shower(s) of rain at the station during the preceding hour but no at the time of observation
6/28/2017 12:00,Present weather reported from a manned weather station,"Lightning visible, no thunder heard"
6/28/2017 15:00,Present weather reported from a manned weather station,"Rain shower(s), slight"
6/28/2017 18:00,Present weather reported from a manned weather station,Clouds generally dissolving or becoming less developed. No meteors except photometeors
6/28/2017 21:00,No WW data. Ogimet extension,Overcast. Night. At 06/28/2017 21:00 UTC 
6/29/2017 0:00,Present weather reported from a manned weather station,Haze
6/29/2017 3:00,Present weather reported from a manned weather station,Haze
6/29/2017 6:00,Present weather reported from a manned weather station,Haze
6/29/2017 9:00,Present weather reported from a manned weather station,Haze
6/29/2017 12:00,Present weather reported from a manned weather station,Haze
6/29/2017 15:00,No WW data. Ogimet extension,Broken. Night. At 06/29/2017 15:00 UTC 
6/29/2017 18:00,No WW data. Ogimet extension,Broken. Night. At 06/29/2017 18:00 UTC 
6/29/2017 21:00,No WW data. Ogimet extension,Broken. Night. At 06/29/2017 21:00 UTC 
6/30/2017 0:00,Present weather reported from a manned weather station,Haze
6/30/2017 3:00,Present weather reported from a manned weather station,Haze
6/30/2017 6:00,Present weather reported from a manned weather station,Haze
6/30/2017 9:00,Present weather reported from a manned weather station,"Thunderstorm, but no precipitation at the time of observation"
6/30/2017 12:00,Present weather reported from a manned weather station,Haze
6/30/2017 15:00,No WW data. Ogimet extension,Broken. Night. At 06/30/2017 15:00 UTC 
6/30/2017 18:00,No WW data. Ogimet extension,Broken. Night. At 06/30/2017 18:00 UTC 
6/30/2017 21:00,No WW data. Ogimet extension,Cumulonimbus. Night. At 06/30/2017 21:00 UTC 
7/1/2017 0:00,Present weather reported from a manned weather station,Haze
7/1/2017 3:00,Present weather reported from a manned weather station,Haze
7/1/2017 6:00,Present weather reported from a manned weather station,Haze
7/1/2017 9:00,Present weather reported from a manned weather station,"Thunderstorm, slight or moderate, without hail, but with rain and/or snow at time of observation"
7/1/2017 12:00,Present weather reported from a manned weather station,"Thunderstorm, but no precipitation at the time of observation"
7/1/2017 15:00,Present weather reported from a manned weather station,"Lightning visible, no thunder heard"
7/1/2017 18:00,Present weather reported from a manned weather station,Clouds generally forming or developing. No meteors except photometeors
7/1/2017 21:00,No WW data. Ogimet extension,Overcast. Night. At 07/01/2017 21:00 UTC 
7/2/2017 0:00,Present weather reported from a manned weather station,Haze
7/2/2017 3:00,Present weather reported from a manned weather station,Haze
7/2/2017 6:00,Present weather reported from a manned weather station,Haze
7/2/2017 9:00,Present weather reported from a manned weather station,"Thunderstorm, slight or moderate, without hail, but with rain and/or snow at time of observation"
7/2/2017 12:00,Present weather reported from a manned weather station,Haze
7/2/2017 15:00,No WW data. Ogimet extension,Overcast. Night. At 07/02/2017 15:00 UTC 
7/2/2017 18:00,No WW data. Ogimet extension,Overcast. Night. At 07/02/2017 18:00 UTC 
7/2/2017 21:00,Present weather reported from a manned weather station,Shower(s) of rain at the station during the preceding hour but no at the time of observation
7/3/2017 0:00,Present weather reported from a manned weather station,Haze
7/3/2017 3:00,Present weather reported from a manned weather station,Haze
7/3/2017 6:00,Present weather reported from a manned weather station,Haze
7/3/2017 9:00,Present weather reported from a manned weather station,Shower(s) of rain at the station during the preceding hour but no at the time of observation
7/3/2017 12:00,Present weather reported from a manned weather station,Haze
7/3/2017 15:00,Present weather reported from a manned weather station,Thunderstorm combined with duststorm or sandstorm at time of observation
7/3/2017 18:00,Present weather reported from a manned weather station,Clouds generally dissolving or becoming less developed. No meteors except photometeors
7/3/2017 21:00,No WW data. Ogimet extension,Broken. Night. At 07/03/2017 21:00 UTC 
7/4/2017 0:00,Present weather reported from a manned weather station,Haze
7/4/2017 3:00,Present weather reported from a manned weather station,Haze
7/4/2017 6:00,Present weather reported from a manned weather station,Haze
7/4/2017 9:00,Present weather reported from a manned weather station,Haze
7/4/2017 12:00,Present weather reported from a manned weather station,Haze
7/4/2017 15:00,Present weather reported from a manned weather station,Shower(s) of rain at the station during the preceding hour but no at the time of observation
7/4/2017 18:00,Present weather reported from a manned weather station,State of sky on the whole unchanged. No meteors except photometeors
7/4/2017 21:00,No WW data. Ogimet extension,Overcast. Night. At 07/04/2017 21:00 UTC 
7/5/2017 0:00,Present weather reported from a manned weather station,Haze
7/5/2017 3:00,Present weather reported from a manned weather station,Haze
7/5/2017 6:00,Present weather reported from a manned weather station,Haze
7/5/2017 9:00,Present weather reported from a manned weather station,"Precipitation within sight, reaching the ground or the surface of the sea, but distant, i.e.   estimated to be more than 5 km from the station"
7/5/2017 12:00,Present weather reported from a manned weather station,Shower(s) of rain at the station during the preceding hour but no at the time of observation
7/5/2017 15:00,No WW data. Ogimet extension,Broken. Night. At 07/05/2017 15:00 UTC 
7/5/2017 18:00,No WW data. Ogimet extension,Broken. Night. At 07/05/2017 18:00 UTC 
7/5/2017 21:00,No WW data. Ogimet extension,Broken. Night. At 07/05/2017 21:00 UTC 
7/6/2017 0:00,Present weather reported from a manned weather station,Haze
7/6/2017 3:00,Present weather reported from a manned weather station,Haze
7/6/2017 6:00,Present weather reported from a manned weather station,Haze
7/6/2017 9:00,Present weather reported from a manned weather station,"Precipitation within sight, reaching the ground or the surface of the sea, but distant, i.e.   estimated to be more than 5 km from the station"
7/6/2017 12:00,Present weather reported from a manned weather station,Haze
7/6/2017 15:00,No WW data. Ogimet extension,Overcast. Night. At 07/06/2017 15:00 UTC 
7/6/2017 18:00,No WW data. Ogimet extension,Overcast. Night. At 07/06/2017 18:00 UTC 
7/6/2017 21:00,No WW data. Ogimet extension,Overcast. Night. At 07/06/2017 21:00 UTC 
7/7/2017 0:00,Present weather reported from a manned weather station,Haze
7/7/2017 3:00,Present weather reported from a manned weather station,Haze
7/7/2017 6:00,Present weather reported from a manned weather station,Haze
7/7/2017 9:00,Present weather reported from a manned weather station,Haze
7/7/2017 12:00,Present weather reported from a manned weather station,Haze
7/7/2017 15:00,No WW data. Ogimet extension,Broken. Night. At 07/07/2017 15:00 UTC 
7/7/2017 18:00,No WW data. Ogimet extension,Broken. Night. At 07/07/2017 18:00 UTC 
7/7/2017 21:00,No WW data. Ogimet extension,Broken. Night. At 07/07/2017 21:00 UTC 
7/8/2017 0:00,Present weather reported from a manned weather station,Haze
7/8/2017 3:00,Present weather reported from a manned weather station,Haze
7/8/2017 6:00,Present weather reported from a manned weather station,Haze
7/8/2017 9:00,Present weather reported from a manned weather station,Haze
7/8/2017 12:00,Present weather reported from a manned weather station,Haze
7/8/2017 15:00,No WW data. Ogimet extension,Overcast. Night. At 07/08/2017 15:00 UTC 
7/8/2017 18:00,No WW data. Ogimet extension,Overcast. Night. At 07/08/2017 18:00 UTC 
7/8/2017 21:00,No WW data. Ogimet extension,Overcast. Night. At 07/08/2017 21:00 UTC 
7/9/2017 0:00,Present weather reported from a manned weather station,Haze
7/9/2017 3:00,Present weather reported from a manned weather station,Haze
7/9/2017 6:00,Present weather reported from a manned weather station,Haze
7/9/2017 9:00,Present weather reported from a manned weather station,Haze
7/9/2017 12:00,Present weather reported from a manned weather station,Haze
7/9/2017 15:00,No WW data. Ogimet extension,Overcast. Night. At 07/09/2017 15:00 UTC 
7/9/2017 18:00,No WW data. Ogimet extension,Overcast. Night. At 07/09/2017 18:00 UTC 
7/9/2017 21:00,No WW data. Ogimet extension,Overcast. Night. At 07/09/2017 21:00 UTC 
7/10/2017 0:00,Present weather reported from a manned weather station,Haze
7/10/2017 3:00,Present weather reported from a manned weather station,Haze
7/10/2017 6:00,Present weather reported from a manned weather station,Haze
7/10/2017 9:00,Present weather reported from a manned weather station,Haze
7/10/2017 12:00,Present weather reported from a manned weather station,Thunderstorm (with or without precipitation) at the station during the preceding hour but no at the time of observation
7/10/2017 15:00,Present weather reported from a manned weather station,"Lightning visible, no thunder heard"
7/10/2017 18:00,Present weather reported from a manned weather station,Clouds generally forming or developing. No meteors except photometeors
7/10/2017 21:00,No WW data. Ogimet extension,Overcast. Night. At 07/10/2017 21:00 UTC 
7/11/2017 0:00,Present weather reported from a manned weather station,Haze
7/11/2017 3:00,Present weather reported from a manned weather station,Haze
7/11/2017 6:00,Present weather reported from a manned weather station,"Rain shower(s), moderate or heavy"
7/11/2017 9:00,Present weather reported from a manned weather station,"Rain shower(s), moderate or heavy"
7/11/2017 12:00,Present weather reported from a manned weather station,Haze
7/11/2017 15:00,Present weather reported from a manned weather station,Clouds generally dissolving or becoming less developed. No meteors except photometeors
7/11/2017 18:00,No WW data. Ogimet extension,Broken. Night. At 07/11/2017 18:00 UTC 
7/11/2017 21:00,Present weather reported from a manned weather station,Clouds generally forming or developing. No meteors except photometeors
7/12/2017 0:00,Present weather reported from a manned weather station,Haze
7/12/2017 3:00,Present weather reported from a manned weather station,Haze
7/12/2017 6:00,Present weather reported from a manned weather station,Haze
7/12/2017 9:00,Present weather reported from a manned weather station,Haze
7/12/2017 12:00,Present weather reported from a manned weather station,Haze
7/12/2017 15:00,No WW data. Ogimet extension,Overcast. Night. At 07/12/2017 15:00 UTC 
7/12/2017 18:00,No WW data. Ogimet extension,Overcast. Night. At 07/12/2017 18:00 UTC 
7/12/2017 21:00,No WW data. Ogimet extension,Overcast. Night. At 07/12/2017 21:00 UTC 
7/13/2017 0:00,Present weather reported from a manned weather station,Haze
7/13/2017 3:00,Present weather reported from a manned weather station,Haze
7/13/2017 6:00,Present weather reported from a manned weather station,Haze
7/13/2017 9:00,Present weather reported from a manned weather station,"Precipitation within sight, reaching the ground or the surface of the sea, but distant, i.e.   estimated to be more than 5 km from the station"
7/13/2017 12:00,Present weather reported from a manned weather station,Shower(s) of rain at the station during the preceding hour but no at the time of observation
7/13/2017 15:00,Present weather reported from a manned weather station,"Rain, not freezing, intermittent, slight at time of observation"
7/13/2017 18:00,Present weather reported from a manned weather station,Clouds generally dissolving or becoming less developed. No meteors except photometeors
7/13/2017 21:00,No WW data. Ogimet extension,Overcast. Night. At 07/13/2017 21:00 UTC 
7/14/2017 0:00,Present weather reported from a manned weather station,Haze
7/14/2017 3:00,Present weather reported from a manned weather station,Haze
7/14/2017 6:00,Present weather reported from a manned weather station,Haze
7/14/2017 9:00,Present weather reported from a manned weather station,Haze
